State,Month,MajorEligibilityGroup,CountEnrolled,DQUnusable
Georgia,201907,Adult,"308,965",
Georgia,201907,Aged,"216,363",
Georgia,201907,Persons with disabilities,"350,569",
Georgia,201907,COVID newly-eligible,0,
Georgia,201907,Unknown,0,
Georgia,201908,Children,"1,320,868",
Georgia,201908,Adult expansion group,0,
Georgia,201908,Adult,"308,740",
Georgia,201908,Aged,"217,420",
Georgia,201908,Persons with disabilities,"349,350",
Georgia,201908,COVID newly-eligible,0,
Georgia,201908,Unknown,0,
Georgia,201909,Children,"1,321,445",
Georgia,201909,Adult expansion group,0,
Georgia,201909,Adult,"307,560",
Georgia,201909,Aged,"218,253",
Georgia,201909,Persons with disabilities,"348,072",
Georgia,201909,COVID newly-eligible,0,
Georgia,201909,Unknown,0,
Georgia,201910,Children,"1,322,896",
Georgia,201910,Adult expansion group,0,
Georgia,201910,Adult,"306,757",
Georgia,201910,Aged,"217,218",
Georgia,201910,Persons with disabilities,"345,913",
Georgia,201910,COVID newly-eligible,0,
Georgia,201910,Unknown,0,
Georgia,201911,Children,"1,319,474",
Georgia,201911,Adult expansion group,0,
Georgia,201911,Adult,"304,283",
Georgia,201911,Aged,"216,078",
Georgia,201911,Persons with disabilities,"343,026",
Georgia,201911,COVID newly-eligible,0,
Georgia,201911,Unknown,0,
Georgia,201912,Children,"1,311,072",
Georgia,201912,Adult expansion group,0,
Georgia,201912,Adult,"300,078",
Georgia,201912,Aged,"215,698",
Georgia,201912,Persons with disabilities,"341,058",
Georgia,201912,COVID newly-eligible,0,
Georgia,201912,Unknown,0,
Georgia,202001,Children,"1,323,603",
Georgia,202001,Adult expansion group,0,
Georgia,202001,Adult,"304,337",
Georgia,202001,Aged,"218,353",
Georgia,202001,Persons with disabilities,"344,701",
Georgia,202001,COVID newly-eligible,0,
Georgia,202001,Unknown,0,
Georgia,202002,Children,"1,323,284",
Georgia,202002,Adult expansion group,0,
Georgia,202002,Adult,"303,715",
Georgia,202002,Aged,"218,084",
Georgia,202002,Persons with disabilities,"342,686",
Georgia,202002,COVID newly-eligible,0,
Georgia,202002,Unknown,0,
Georgia,202003,Children,"1,323,125",
Georgia,202003,Adult expansion group,0,
Georgia,202003,Adult,"303,548",
Georgia,202003,Aged,"216,550",
Georgia,202003,Persons with disabilities,"339,842",
Georgia,202003,COVID newly-eligible,0,
Georgia,202003,Unknown,0,
Georgia,202004,Children,"1,352,117",
Georgia,202004,Adult expansion group,0,
Georgia,202004,Adult,"316,358",
Georgia,202004,Aged,"218,673",
Georgia,202004,Persons with disabilities,"339,137",
Georgia,202004,COVID newly-eligible,0,
Georgia,202004,Unknown,0,
Georgia,202005,Children,"1,369,489",
Georgia,202005,Adult expansion group,0,
Georgia,202005,Adult,"325,379",
Georgia,202005,Aged,"220,518",
Georgia,202005,Persons with disabilities,"338,698",
Georgia,202005,COVID newly-eligible,0,
Georgia,202005,Unknown,0,
Georgia,202006,Children,"1,384,608",
Georgia,202006,Adult expansion group,0,
Georgia,202006,Adult,"333,661",
Georgia,202006,Aged,"221,696",
Georgia,202006,Persons with disabilities,"337,851",
Georgia,202006,COVID newly-eligible,0,
Georgia,202006,Unknown,0,
Georgia,202007,Children,"1,401,722",
Georgia,202007,Adult expansion group,0,
Georgia,202007,Adult,"342,394",
Georgia,202007,Aged,"223,651",
Georgia,202007,Persons with disabilities,"337,265",
Georgia,202007,COVID newly-eligible,0,
Georgia,202007,Unknown,0,
Georgia,202008,Children,"1,418,919",
Georgia,202008,Adult expansion group,0,
Georgia,202008,Adult,"350,551",
Georgia,202008,Aged,"225,209",
Georgia,202008,Persons with disabilities,"336,679",
Georgia,202008,COVID newly-eligible,0,
Georgia,202008,Unknown,0,
Georgia,202009,Children,"1,434,167",
Georgia,202009,Adult expansion group,0,
Georgia,202009,Adult,"357,905",
Georgia,202009,Aged,"226,489",
Georgia,202009,Persons with disabilities,"335,951",
Georgia,202009,COVID newly-eligible,0,
Georgia,202009,Unknown,0,
Georgia,202010,Children,"1,447,205",
Georgia,202010,Adult expansion group,0,
Georgia,202010,Adult,"364,773",
Georgia,202010,Aged,"228,583",
Georgia,202010,Persons with disabilities,"336,025",
Georgia,202010,COVID newly-eligible,0,
Georgia,202010,Unknown,0,
Georgia,202011,Children,"1,463,836",
Georgia,202011,Adult expansion group,0,
Georgia,202011,Adult,"371,889",
Georgia,202011,Aged,"230,785",
Georgia,202011,Persons with disabilities,"335,214",
Georgia,202011,COVID newly-eligible,0,
Georgia,202011,Unknown,0,
Georgia,202012,Children,"1,480,761",
Georgia,202012,Adult expansion group,0,
Georgia,202012,Adult,"378,958",
Georgia,202012,Aged,"232,780",
Georgia,202012,Persons with disabilities,"335,083",
Georgia,202012,COVID newly-eligible,0,
Georgia,202012,Unknown,0,
Hawaii,201601,Children,"148,967",
Hawaii,201601,Adult expansion group,"107,316",
Hawaii,201601,Adult,"41,282",
Hawaii,201601,Aged,"28,644",
Hawaii,201601,Persons with disabilities,"24,123",
Hawaii,201601,COVID newly-eligible,0,
Hawaii,201601,Unknown,0,
Hawaii,201602,Children,"148,978",
Hawaii,201602,Adult expansion group,"108,045",
Hawaii,201602,Adult,"41,134",
Hawaii,201602,Aged,"28,750",
Hawaii,201602,Persons with disabilities,"24,063",
Hawaii,201602,COVID newly-eligible,0,
Hawaii,201602,Unknown,0,
Hawaii,201603,Children,"149,415",
Hawaii,201603,Adult expansion group,"108,873",
Hawaii,201603,Adult,"41,251",
Hawaii,201603,Aged,"28,849",
Hawaii,201603,Persons with disabilities,"23,961",
Hawaii,201603,COVID newly-eligible,0,
Hawaii,201603,Unknown,0,
Hawaii,201604,Children,"149,529",
Hawaii,201604,Adult expansion group,"109,311",
Hawaii,201604,Adult,"41,507",
Hawaii,201604,Aged,"28,972",
Hawaii,201604,Persons with disabilities,"23,940",
Hawaii,201604,COVID newly-eligible,0,
Hawaii,201604,Unknown,0,
Hawaii,201605,Children,"149,636",
Hawaii,201605,Adult expansion group,"109,868",
Hawaii,201605,Adult,"41,577",
Hawaii,201605,Aged,"29,151",
Hawaii,201605,Persons with disabilities,"24,053",
Hawaii,201605,COVID newly-eligible,0,
Hawaii,201605,Unknown,0,
Hawaii,201606,Children,"149,735",
Hawaii,201606,Adult expansion group,"110,764",
Hawaii,201606,Adult,"41,637",
Hawaii,201606,Aged,"29,254",
Hawaii,201606,Persons with disabilities,"24,148",
Hawaii,201606,COVID newly-eligible,0,
Hawaii,201606,Unknown,0,
Hawaii,201607,Children,"150,035",
Hawaii,201607,Adult expansion group,"111,404",
Hawaii,201607,Adult,"41,763",
Hawaii,201607,Aged,"29,397",
Hawaii,201607,Persons with disabilities,"24,180",
Hawaii,201607,COVID newly-eligible,0,
Hawaii,201607,Unknown,0,
Hawaii,201608,Children,"150,673",
Hawaii,201608,Adult expansion group,"109,519",
Hawaii,201608,Adult,"44,344",
Hawaii,201608,Aged,"29,481",
Hawaii,201608,Persons with disabilities,"24,078",
Hawaii,201608,COVID newly-eligible,0,
Hawaii,201608,Unknown,0,
Hawaii,201609,Children,"150,603",
Hawaii,201609,Adult expansion group,"110,041",
Hawaii,201609,Adult,"44,301",
Hawaii,201609,Aged,"29,589",
Hawaii,201609,Persons with disabilities,"24,022",
Hawaii,201609,COVID newly-eligible,0,
Hawaii,201609,Unknown,0,
Hawaii,201610,Children,"150,615",
Hawaii,201610,Adult expansion group,"110,714",
Hawaii,201610,Adult,"44,387",
Hawaii,201610,Aged,"29,754",
Hawaii,201610,Persons with disabilities,"24,108",
Hawaii,201610,COVID newly-eligible,0,
Hawaii,201610,Unknown,0,
Hawaii,201611,Children,"150,277",
Hawaii,201611,Adult expansion group,"111,858",
Hawaii,201611,Adult,"44,280",
Hawaii,201611,Aged,"29,852",
Hawaii,201611,Persons with disabilities,"24,084",
Hawaii,201611,COVID newly-eligible,0,
Hawaii,201611,Unknown,0,
Hawaii,201612,Children,"150,346",
Hawaii,201612,Adult expansion group,"113,351",
Hawaii,201612,Adult,"44,372",
Hawaii,201612,Aged,"29,968",
Hawaii,201612,Persons with disabilities,"24,090",
Hawaii,201612,COVID newly-eligible,0,
Hawaii,201612,Unknown,0,
Hawaii,201701,Children,"150,455",
Hawaii,201701,Adult expansion group,"114,787",
Hawaii,201701,Adult,"44,298",
Hawaii,201701,Aged,"30,073",
Hawaii,201701,Persons with disabilities,"24,045",
Hawaii,201701,COVID newly-eligible,0,
Hawaii,201701,Unknown,0,
Hawaii,201702,Children,"149,962",
Hawaii,201702,Adult expansion group,"114,763",
Hawaii,201702,Adult,"44,165",
Hawaii,201702,Aged,"30,146",
Hawaii,201702,Persons with disabilities,"23,953",
Hawaii,201702,COVID newly-eligible,0,
Hawaii,201702,Unknown,0,
Hawaii,201703,Children,"150,206",
Hawaii,201703,Adult expansion group,"115,320",
Hawaii,201703,Adult,"44,130",
Hawaii,201703,Aged,"30,268",
Hawaii,201703,Persons with disabilities,"23,935",
Hawaii,201703,COVID newly-eligible,0,
Hawaii,201703,Unknown,0,
Hawaii,201704,Children,"150,120",
Hawaii,201704,Adult expansion group,"115,365",
Hawaii,201704,Adult,"43,899",
Hawaii,201704,Aged,"30,288",
Hawaii,201704,Persons with disabilities,"23,866",
Hawaii,201704,COVID newly-eligible,0,
Hawaii,201704,Unknown,0,
Hawaii,201705,Children,"149,470",
Hawaii,201705,Adult expansion group,"114,641",
Hawaii,201705,Adult,"43,854",
Hawaii,201705,Aged,"30,309",
Hawaii,201705,Persons with disabilities,"23,694",
Hawaii,201705,COVID newly-eligible,0,
Hawaii,201705,Unknown,0,
Hawaii,201706,Children,"149,487",
Hawaii,201706,Adult expansion group,"114,968",
Hawaii,201706,Adult,"43,832",
Hawaii,201706,Aged,"30,452",
Hawaii,201706,Persons with disabilities,"23,630",
Hawaii,201706,COVID newly-eligible,0,
Hawaii,201706,Unknown,0,
Hawaii,201707,Children,"149,624",
Hawaii,201707,Adult expansion group,"115,231",
Hawaii,201707,Adult,"43,744",
Hawaii,201707,Aged,"30,588",
Hawaii,201707,Persons with disabilities,"23,570",
Hawaii,201707,COVID newly-eligible,0,
Hawaii,201707,Unknown,0,
Hawaii,201708,Children,"149,195",
Hawaii,201708,Adult expansion group,"114,618",
Hawaii,201708,Adult,"43,431",
Hawaii,201708,Aged,"30,680",
Hawaii,201708,Persons with disabilities,"23,558",
Hawaii,201708,COVID newly-eligible,0,
Hawaii,201708,Unknown,0,
Hawaii,201709,Children,"148,458",
Hawaii,201709,Adult expansion group,"114,884",
Hawaii,201709,Adult,"43,330",
Hawaii,201709,Aged,"30,751",
Hawaii,201709,Persons with disabilities,"23,467",
Hawaii,201709,COVID newly-eligible,0,
Hawaii,201709,Unknown,0,
Hawaii,201710,Children,"147,760",
Hawaii,201710,Adult expansion group,"113,584",
Hawaii,201710,Adult,"42,961",
Hawaii,201710,Aged,"30,849",
Hawaii,201710,Persons with disabilities,"23,355",
Hawaii,201710,COVID newly-eligible,0,
Hawaii,201710,Unknown,0,
Hawaii,201711,Children,"148,276",
Hawaii,201711,Adult expansion group,"114,929",
Hawaii,201711,Adult,"43,102",
Hawaii,201711,Aged,"30,918",
Hawaii,201711,Persons with disabilities,"23,331",
Hawaii,201711,COVID newly-eligible,0,
Hawaii,201711,Unknown,0,
Hawaii,201712,Children,"148,778",
Hawaii,201712,Adult expansion group,"116,575",
Hawaii,201712,Adult,"43,214",
Hawaii,201712,Aged,"30,961",
Hawaii,201712,Persons with disabilities,"23,129",
Hawaii,201712,COVID newly-eligible,0,
Hawaii,201712,Unknown,0,
Hawaii,201801,Children,"148,667",
Hawaii,201801,Adult expansion group,"116,058",
Hawaii,201801,Adult,"42,991",
Hawaii,201801,Aged,"30,984",
Hawaii,201801,Persons with disabilities,"22,941",
Hawaii,201801,COVID newly-eligible,0,
Hawaii,201801,Unknown,0,
Hawaii,201802,Children,"148,809",
Hawaii,201802,Adult expansion group,"116,417",
Hawaii,201802,Adult,"43,020",
Hawaii,201802,Aged,"31,023",
Hawaii,201802,Persons with disabilities,"22,831",
Hawaii,201802,COVID newly-eligible,0,
Hawaii,201802,Unknown,0,
Hawaii,201803,Children,"149,309",
Hawaii,201803,Adult expansion group,"116,526",
Hawaii,201803,Adult,"43,042",
Hawaii,201803,Aged,"31,153",
Hawaii,201803,Persons with disabilities,"22,785",
Hawaii,201803,COVID newly-eligible,0,
Hawaii,201803,Unknown,0,
Hawaii,201804,Children,"149,205",
Hawaii,201804,Adult expansion group,"116,758",
Hawaii,201804,Adult,"43,050",
Hawaii,201804,Aged,"31,104",
Hawaii,201804,Persons with disabilities,"22,749",
Hawaii,201804,COVID newly-eligible,0,
Hawaii,201804,Unknown,0,
Hawaii,201805,Children,"148,492",
Hawaii,201805,Adult expansion group,"115,546",
Hawaii,201805,Adult,"42,674",
Hawaii,201805,Aged,"31,090",
Hawaii,201805,Persons with disabilities,"22,583",
Hawaii,201805,COVID newly-eligible,0,
Hawaii,201805,Unknown,0,
Hawaii,201806,Children,"147,097",
Hawaii,201806,Adult expansion group,"113,881",
Hawaii,201806,Adult,"42,116",
Hawaii,201806,Aged,"31,086",
Hawaii,201806,Persons with disabilities,"22,373",
Hawaii,201806,COVID newly-eligible,0,
Hawaii,201806,Unknown,0,
Hawaii,201807,Children,"146,971",
Hawaii,201807,Adult expansion group,"112,565",
Hawaii,201807,Adult,"41,778",
Hawaii,201807,Aged,"31,230",
Hawaii,201807,Persons with disabilities,"22,289",
Hawaii,201807,COVID newly-eligible,0,
Hawaii,201807,Unknown,0,
Hawaii,201808,Children,"147,159",
Hawaii,201808,Adult expansion group,"111,886",
Hawaii,201808,Adult,"41,640",
Hawaii,201808,Aged,"31,310",
Hawaii,201808,Persons with disabilities,"22,321",
Hawaii,201808,COVID newly-eligible,0,
Hawaii,201808,Unknown,0,
Hawaii,201809,Children,"146,502",
Hawaii,201809,Adult expansion group,"110,666",
Hawaii,201809,Adult,"41,106",
Hawaii,201809,Aged,"31,348",
Hawaii,201809,Persons with disabilities,"22,285",
Hawaii,201809,COVID newly-eligible,0,
Hawaii,201809,Unknown,0,
Hawaii,201810,Children,"146,273",
Hawaii,201810,Adult expansion group,"110,034",
Hawaii,201810,Adult,"40,809",
Hawaii,201810,Aged,"31,568",
Hawaii,201810,Persons with disabilities,"22,297",
Hawaii,201810,COVID newly-eligible,0,
Hawaii,201810,Unknown,0,
Hawaii,201811,Children,"145,718",
Hawaii,201811,Adult expansion group,"109,593",
Hawaii,201811,Adult,"40,483",
Hawaii,201811,Aged,"31,697",
Hawaii,201811,Persons with disabilities,"22,267",
Hawaii,201811,COVID newly-eligible,0,
Hawaii,201811,Unknown,0,
Hawaii,201812,Children,"144,930",
Hawaii,201812,Adult expansion group,"109,202",
Hawaii,201812,Adult,"40,114",
Hawaii,201812,Aged,"31,767",
Hawaii,201812,Persons with disabilities,"22,209",
Hawaii,201812,COVID newly-eligible,0,
Hawaii,201812,Unknown,0,
Hawaii,201901,Children,"144,814",
Hawaii,201901,Adult expansion group,"108,529",
Hawaii,201901,Adult,"39,956",
Hawaii,201901,Aged,"31,908",
Hawaii,201901,Persons with disabilities,"22,205",
Hawaii,201901,COVID newly-eligible,0,
Hawaii,201901,Unknown,0,
Hawaii,201902,Children,"144,285",
Hawaii,201902,Adult expansion group,"107,218",
Hawaii,201902,Adult,"39,512",
Hawaii,201902,Aged,"32,058",
Hawaii,201902,Persons with disabilities,"22,111",
Hawaii,201902,COVID newly-eligible,0,
Hawaii,201902,Unknown,0,
Hawaii,201903,Children,"144,693",
Hawaii,201903,Adult expansion group,"107,796",
Hawaii,201903,Adult,"39,493",
Hawaii,201903,Aged,"32,228",
Hawaii,201903,Persons with disabilities,"22,083",
Hawaii,201903,COVID newly-eligible,0,
Hawaii,201903,Unknown,0,
Hawaii,201904,Children,"144,404",
Hawaii,201904,Adult expansion group,"107,033",
Hawaii,201904,Adult,"39,237",
Hawaii,201904,Aged,"32,325",
Hawaii,201904,Persons with disabilities,"22,005",
Hawaii,201904,COVID newly-eligible,0,
Hawaii,201904,Unknown,0,
Hawaii,201905,Children,"144,401",
Hawaii,201905,Adult expansion group,"107,003",
Hawaii,201905,Adult,"39,154",
Hawaii,201905,Aged,"32,372",
Hawaii,201905,Persons with disabilities,"21,927",
Hawaii,201905,COVID newly-eligible,0,
Hawaii,201905,Unknown,0,
Hawaii,201906,Children,"144,077",
Hawaii,201906,Adult expansion group,"106,646",
Hawaii,201906,Adult,"39,059",
Hawaii,201906,Aged,"32,430",
Hawaii,201906,Persons with disabilities,"21,911",
Hawaii,201906,COVID newly-eligible,0,
Hawaii,201906,Unknown,0,
Hawaii,201907,Children,"144,258",
Hawaii,201907,Adult expansion group,"106,704",
Hawaii,201907,Adult,"39,079",
Hawaii,201907,Aged,"32,544",
Hawaii,201907,Persons with disabilities,"21,894",
Hawaii,201907,COVID newly-eligible,0,
Hawaii,201907,Unknown,0,
Hawaii,201908,Children,"144,272",
Hawaii,201908,Adult expansion group,"106,546",
Hawaii,201908,Adult,"38,952",
Hawaii,201908,Aged,"32,662",
Hawaii,201908,Persons with disabilities,"21,904",
Hawaii,201908,COVID newly-eligible,0,
Hawaii,201908,Unknown,0,
Hawaii,201909,Children,"144,291",
Hawaii,201909,Adult expansion group,"106,978",
Hawaii,201909,Adult,"38,969",
Hawaii,201909,Aged,"32,757",
Hawaii,201909,Persons with disabilities,"21,878",
Hawaii,201909,COVID newly-eligible,0,
Hawaii,201909,Unknown,0,
Hawaii,201910,Children,"144,008",
Hawaii,201910,Adult expansion group,"106,699",
Hawaii,201910,Adult,"38,714",
Hawaii,201910,Aged,"32,921",
Hawaii,201910,Persons with disabilities,"21,862",
Hawaii,201910,COVID newly-eligible,0,
Hawaii,201910,Unknown,0,
Hawaii,201911,Children,"143,852",
Hawaii,201911,Adult expansion group,"106,758",
Hawaii,201911,Adult,"38,470",
Hawaii,201911,Aged,"32,997",
Hawaii,201911,Persons with disabilities,"21,815",
Hawaii,201911,COVID newly-eligible,0,
Hawaii,201911,Unknown,0,
Hawaii,201912,Children,"143,415",
Hawaii,201912,Adult expansion group,"107,010",
Hawaii,201912,Adult,"38,276",
Hawaii,201912,Aged,"33,098",
Hawaii,201912,Persons with disabilities,"21,808",
Hawaii,201912,COVID newly-eligible,0,
Hawaii,201912,Unknown,0,
Hawaii,202001,Children,"143,385",
Hawaii,202001,Adult expansion group,"106,757",
Hawaii,202001,Adult,"38,223",
Hawaii,202001,Aged,"33,191",
Hawaii,202001,Persons with disabilities,"21,722",
Hawaii,202001,COVID newly-eligible,0,
Hawaii,202001,Unknown,0,
Hawaii,202002,Children,"142,951",
Hawaii,202002,Adult expansion group,"106,265",
Hawaii,202002,Adult,"38,026",
Hawaii,202002,Aged,"33,301",
Hawaii,202002,Persons with disabilities,"21,647",
Hawaii,202002,COVID newly-eligible,0,
Hawaii,202002,Unknown,0,
Hawaii,202003,Children,"143,245",
Hawaii,202003,Adult expansion group,"108,289",
Hawaii,202003,Adult,"38,480",
Hawaii,202003,Aged,"33,454",
Hawaii,202003,Persons with disabilities,"21,638",
Hawaii,202003,COVID newly-eligible,0,
Hawaii,202003,Unknown,0,
Hawaii,202004,Children,"145,287",
Hawaii,202004,Adult expansion group,"112,900",
Hawaii,202004,Adult,"40,041",
Hawaii,202004,Aged,"33,749",
Hawaii,202004,Persons with disabilities,"21,736",
Hawaii,202004,COVID newly-eligible,0,
Hawaii,202004,Unknown,0,
Hawaii,202005,Children,"146,436",
Hawaii,202005,Adult expansion group,"116,694",
Hawaii,202005,Adult,"41,065",
Hawaii,202005,Aged,"34,112",
Hawaii,202005,Persons with disabilities,"21,785",
Hawaii,202005,COVID newly-eligible,0,
Hawaii,202005,Unknown,0,
Hawaii,202006,Children,"147,871",
Hawaii,202006,Adult expansion group,"119,768",
Hawaii,202006,Adult,"41,882",
Hawaii,202006,Aged,"34,428",
Hawaii,202006,Persons with disabilities,"21,826",
Hawaii,202006,COVID newly-eligible,0,
Hawaii,202006,Unknown,0,
Hawaii,202007,Children,"149,640",
Hawaii,202007,Adult expansion group,"123,042",
Hawaii,202007,Adult,"42,770",
Hawaii,202007,Aged,"34,744",
Hawaii,202007,Persons with disabilities,"21,758",
Hawaii,202007,COVID newly-eligible,0,
Hawaii,202007,Unknown,0,
Hawaii,202008,Children,"151,196",
Hawaii,202008,Adult expansion group,"126,226",
Hawaii,202008,Adult,"43,560",
Hawaii,202008,Aged,"35,039",
Hawaii,202008,Persons with disabilities,"21,759",
Hawaii,202008,COVID newly-eligible,0,
Hawaii,202008,Unknown,0,
Hawaii,202009,Children,"152,588",
Hawaii,202009,Adult expansion group,"129,398",
Hawaii,202009,Adult,"44,288",
Hawaii,202009,Aged,"35,352",
Hawaii,202009,Persons with disabilities,"21,740",
Hawaii,202009,COVID newly-eligible,0,
Hawaii,202009,Unknown,0,
Hawaii,202010,Children,"154,007",
Hawaii,202010,Adult expansion group,"132,701",
Hawaii,202010,Adult,"45,154",
Hawaii,202010,Aged,"35,715",
Hawaii,202010,Persons with disabilities,"21,716",
Hawaii,202010,COVID newly-eligible,0,
Hawaii,202010,Unknown,0,
Hawaii,202011,Children,"155,495",
Hawaii,202011,Adult expansion group,"136,920",
Hawaii,202011,Adult,"45,902",
Hawaii,202011,Aged,"36,005",
Hawaii,202011,Persons with disabilities,"21,656",
Hawaii,202011,COVID newly-eligible,0,
Hawaii,202011,Unknown,0,
Hawaii,202012,Children,"156,771",
Hawaii,202012,Adult expansion group,"141,072",
Hawaii,202012,Adult,"46,728",
Hawaii,202012,Aged,"36,343",
Hawaii,202012,Persons with disabilities,"21,626",
Hawaii,202012,COVID newly-eligible,0,
Hawaii,202012,Unknown,0,
Idaho,201601,Children,"207,150",
Idaho,201601,Adult expansion group,0,
Idaho,201601,Adult,"29,053",
Idaho,201601,Aged,"22,000",
Idaho,201601,Persons with disabilities,"47,832",
Idaho,201601,COVID newly-eligible,0,
Idaho,201601,Unknown,0,
Idaho,201602,Children,"207,969",
Idaho,201602,Adult expansion group,0,
Idaho,201602,Adult,"29,074",
Idaho,201602,Aged,"22,146",
Idaho,201602,Persons with disabilities,"47,948",
Idaho,201602,COVID newly-eligible,0,
Idaho,201602,Unknown,0,
Idaho,201603,Children,"209,213",
Idaho,201603,Adult expansion group,0,
Idaho,201603,Adult,"29,340",
Idaho,201603,Aged,"22,358",
Idaho,201603,Persons with disabilities,"48,169",
Idaho,201603,COVID newly-eligible,0,
Idaho,201603,Unknown,0,
Idaho,201604,Children,"209,802",
Idaho,201604,Adult expansion group,0,
Idaho,201604,Adult,"29,836",
Idaho,201604,Aged,"22,423",
Idaho,201604,Persons with disabilities,"48,402",
Idaho,201604,COVID newly-eligible,0,
Idaho,201604,Unknown,0,
Idaho,201605,Children,"210,003",
Idaho,201605,Adult expansion group,0,
Idaho,201605,Adult,"30,415",
Idaho,201605,Aged,"22,521",
Idaho,201605,Persons with disabilities,"48,538",
Idaho,201605,COVID newly-eligible,0,
Idaho,201605,Unknown,0,
Idaho,201606,Children,"210,953",
Idaho,201606,Adult expansion group,0,
Idaho,201606,Adult,"31,137",
Idaho,201606,Aged,"22,594",
Idaho,201606,Persons with disabilities,"48,724",
Idaho,201606,COVID newly-eligible,0,
Idaho,201606,Unknown,0,
Idaho,201607,Children,"211,689",
Idaho,201607,Adult expansion group,0,
Idaho,201607,Adult,"31,847",
Idaho,201607,Aged,"22,743",
Idaho,201607,Persons with disabilities,"48,920",
Idaho,201607,COVID newly-eligible,0,
Idaho,201607,Unknown,0,
Idaho,201608,Children,"213,640",
Idaho,201608,Adult expansion group,0,
Idaho,201608,Adult,"32,656",
Idaho,201608,Aged,"22,950",
Idaho,201608,Persons with disabilities,"49,087",
Idaho,201608,COVID newly-eligible,0,
Idaho,201608,Unknown,0,
Idaho,201609,Children,"214,418",
Idaho,201609,Adult expansion group,0,
Idaho,201609,Adult,"33,139",
Idaho,201609,Aged,"23,113",
Idaho,201609,Persons with disabilities,"49,547",
Idaho,201609,COVID newly-eligible,0,
Idaho,201609,Unknown,0,
Idaho,201610,Children,"215,313",
Idaho,201610,Adult expansion group,0,
Idaho,201610,Adult,"33,712",
Idaho,201610,Aged,"23,255",
Idaho,201610,Persons with disabilities,"49,628",
Idaho,201610,COVID newly-eligible,0,
Idaho,201610,Unknown,0,
Idaho,201611,Children,"216,179",
Idaho,201611,Adult expansion group,0,
Idaho,201611,Adult,"34,261",
Idaho,201611,Aged,"23,331",
Idaho,201611,Persons with disabilities,"49,726",
Idaho,201611,COVID newly-eligible,0,
Idaho,201611,Unknown,0,
Idaho,201612,Children,"216,576",
Idaho,201612,Adult expansion group,0,
Idaho,201612,Adult,"34,662",
Idaho,201612,Aged,"23,463",
Idaho,201612,Persons with disabilities,"49,793",
Idaho,201612,COVID newly-eligible,0,
Idaho,201612,Unknown,0,
Idaho,201701,Children,"209,103",
Idaho,201701,Adult expansion group,0,
Idaho,201701,Adult,"34,783",
Idaho,201701,Aged,"23,525",
Idaho,201701,Persons with disabilities,"49,688",
Idaho,201701,COVID newly-eligible,0,
Idaho,201701,Unknown,0,
Idaho,201702,Children,"210,136",
Idaho,201702,Adult expansion group,0,
Idaho,201702,Adult,"35,327",
Idaho,201702,Aged,"23,622",
Idaho,201702,Persons with disabilities,"49,725",
Idaho,201702,COVID newly-eligible,0,
Idaho,201702,Unknown,0,
Idaho,201703,Children,"211,019",
Idaho,201703,Adult expansion group,0,
Idaho,201703,Adult,"35,666",
Idaho,201703,Aged,"23,815",
Idaho,201703,Persons with disabilities,"49,829",
Idaho,201703,COVID newly-eligible,0,
Idaho,201703,Unknown,0,
Idaho,201704,Children,"211,794",
Idaho,201704,Adult expansion group,0,
Idaho,201704,Adult,"35,404",
Idaho,201704,Aged,"23,951",
Idaho,201704,Persons with disabilities,"49,923",
Idaho,201704,COVID newly-eligible,0,
Idaho,201704,Unknown,0,
Idaho,201705,Children,"212,424",
Idaho,201705,Adult expansion group,0,
Idaho,201705,Adult,"35,108",
Idaho,201705,Aged,"24,015",
Idaho,201705,Persons with disabilities,"50,023",
Idaho,201705,COVID newly-eligible,0,
Idaho,201705,Unknown,0,
Idaho,201706,Children,"211,537",
Idaho,201706,Adult expansion group,0,
Idaho,201706,Adult,"34,422",
Idaho,201706,Aged,"24,038",
Idaho,201706,Persons with disabilities,"50,045",
Idaho,201706,COVID newly-eligible,0,
Idaho,201706,Unknown,0,
Idaho,201707,Children,"210,978",
Idaho,201707,Adult expansion group,0,
Idaho,201707,Adult,"34,240",
Idaho,201707,Aged,"24,136",
Idaho,201707,Persons with disabilities,"49,998",
Idaho,201707,COVID newly-eligible,0,
Idaho,201707,Unknown,0,
Idaho,201708,Children,"212,528",
Idaho,201708,Adult expansion group,0,
Idaho,201708,Adult,"34,354",
Idaho,201708,Aged,"24,339",
Idaho,201708,Persons with disabilities,"50,145",
Idaho,201708,COVID newly-eligible,0,
Idaho,201708,Unknown,0,
Idaho,201709,Children,"213,190",
Idaho,201709,Adult expansion group,0,
Idaho,201709,Adult,"34,274",
Idaho,201709,Aged,"24,493",
Idaho,201709,Persons with disabilities,"50,198",
Idaho,201709,COVID newly-eligible,0,
Idaho,201709,Unknown,0,
Idaho,201710,Children,"213,787",
Idaho,201710,Adult expansion group,0,
Idaho,201710,Adult,"34,227",
Idaho,201710,Aged,"24,697",
Idaho,201710,Persons with disabilities,"50,004",
Idaho,201710,COVID newly-eligible,0,
Idaho,201710,Unknown,0,
Idaho,201711,Children,"213,615",
Idaho,201711,Adult expansion group,0,
Idaho,201711,Adult,"33,931",
Idaho,201711,Aged,"24,829",
Idaho,201711,Persons with disabilities,"49,938",
Idaho,201711,COVID newly-eligible,0,
Idaho,201711,Unknown,0,
Idaho,201712,Children,"213,845",
Idaho,201712,Adult expansion group,0,
